country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Afghanistan,2011 - 2013,30418948.333333332,190925.66666666666,63143.666666666664,0.6439522773759715,0.21795511114214974
Albania,2011 - 2013,2900229.3333333335,-20418.666666666668,4161.666666666667,-0.7038856510987624,0.1416705737012425
Algeria,2011 - 2013,37268243.333333336,-35120.0,-780.3333333333334,-0.09424954339526583,-0.00031866774427363336
American Samoa,2011 - 2013,53665.333333333336,-1540.6666666666667,-33.333333333333336,-2.8716706670031287,-0.09425907563034842
Andorra,2011 - 2013,70982.33333333333,24.0,958.6666666666666,0.0338487896709117,1.3404482529262725
Angola,2011 - 2013,25198135.0,94097.66666666667,504.0,0.3739364274018981,-0.011740612901960032
Antigua and Barbuda,2011 - 2013,87633.33333333333,202.0,-46.333333333333336,0.23087063184113166,-0.0559889865521108
Argentina,2011 - 2013,41732565.333333336,2495.0,3446.3333333333335,0.005921486704687667,0.008302228348366233
Armenia,2011 - 2013,2914927.3333333335,-28734.0,1244.6666666666667,-0.9857164988403572,0.0372969764489783
Aruba,2011 - 2013,102093.33333333333,226.0,-121.33333333333333,0.22183559318851484,-0.12201958584058832
Australia,2011 - 2013,22733872.666666668,216010.33333333334,15910.333333333334,0.9499245038777588,0.056826603933987835
Austria,2011 - 2013,8433819.0,44350.0,11236.0,0.5253572753990062,0.13125595406783389
Azerbaijan,2011 - 2013,9295222.333333334,1988.3333333333333,301.6666666666667,0.021365107965485266,0.003007372311526667
"Bahamas, The",2011 - 2013,381887.0,1144.3333333333333,-299.3333333333333,0.30001650996042795,-0.08306083829680223
Bahrain,2011 - 2013,1232896.3333333333,6313.666666666667,14767.666666666666,0.4880684470305776,1.1883362949476417
Bangladesh,2011 - 2013,152110597.66666666,-259074.0,89405.66666666667,-0.1707419406523333,0.061845795841526635
Barbados,2011 - 2013,276182.6666666667,-61.0,-9.666666666666666,-0.022083578135550164,-0.0034574883274038
Belarus,2011 - 2013,9450563.333333334,9166.333333333334,1868.0,0.09700309516483879,0.019855376848298533
Belgium,2011 - 2013,11101534.333333334,56164.333333333336,714.6666666666666,0.5059046279986527,0.0024543505482535
Belize,2011 - 2013,337095.0,1538.6666666666667,-46.666666666666664,0.4567786319985636,-0.02468478674473727
Benin,2011 - 2013,10016396.0,1548.6666666666667,-1615.3333333333333,0.015971633419538868,-0.016835643072384537
Bermuda,2011 - 2013,64787.666666666664,-235.0,-12.666666666666666,-0.36264525000964465,-0.0196960868289231
Bhutan,2011 - 2013,721121.6666666666,-798.6666666666666,153.33333333333334,-0.1108677698890162,0.0228394832531453
Bolivia,2011 - 2013,10569764.0,-11722.0,407.0,-0.1109593336443392,0.005775918415208033
Bosnia and Herzegovina,2011 - 2013,3678358.3333333335,-56128.0,10079.0,-1.5220090345711366,0.2471385382411364
Botswana,2011 - 2013,2175580.0,753.3333333333334,-1030.3333333333333,0.03487964216443573,-0.04968425863927423
Brazil,2011 - 2013,199961592.0,37463.333333333336,6155.0,0.018733570357934368,0.0029751399953474333
British Virgin Islands,2011 - 2013,28346.666666666668,282.6666666666667,54.666666666666664,1.0038055320643757,0.19076200113991928
Brunei Darussalam,2011 - 2013,406614.0,-342.6666666666667,-287.6666666666667,-0.08417514082488536,-0.07136972841318383
Bulgaria,2011 - 2013,7306443.666666667,-13425.0,-2185.6666666666665,-0.18384944175972953,-0.030787542689762568
Burkina Faso,2011 - 2013,17117597.0,-29230.333333333332,2951.0,-0.17088558696421785,0.024239634640727564
Burundi,2011 - 2013,9800263.0,267.0,-4714.0,0.0006119112924112685,-0.0508063616358729
Cabo Verde,2011 - 2013,533775.0,-1651.3333333333333,109.66666666666667,-0.30951290829892025,0.0245566267738211
Cambodia,2011 - 2013,14786736.0,-44565.0,-1228.6666666666667,-0.3013031322963827,-0.003952411886243067
Cameroon,2011 - 2013,21038135.666666668,-9033.333333333334,820.6666666666666,-0.04321896626391383,0.005067090717766833
Canada,2011 - 2013,34712168.0,238870.66666666666,4917.0,0.6880577743786168,0.0071558136434557345
Cayman Islands,2011 - 2013,56854.666666666664,914.6666666666666,24.0,1.6081808687872752,0.0020100882323198324
Central African Republic,2011 - 2013,4769252.0,-103715.66666666667,-23158.0,-2.173322793550495,-0.47305663965373884
Chad,2011 - 2013,12763134.0,30219.333333333332,13822.666666666666,0.23489815142734094,0.10166375199441668
Channel Islands,2011 - 2013,158744.66666666666,571.6666666666666,85.33333333333333,0.3589738942962928,0.05059930635450947
Chile,2011 - 2013,17341756.333333332,31873.0,3500.6666666666665,0.18364777440087962,0.0185166714768207
China,2011 - 2013,1354155000.0,-136556.66666666666,26324.333333333332,-0.010086278001101467,0.0020320244708789998
Colombia,2011 - 2013,45776415.333333336,-55624.0,-10167.0,-0.12138454779272446,-0.021206584614813066
Comoros,2011 - 2013,684672.3333333334,-1963.0,173.66666666666666,-0.2871830470770748,0.03205892963049673
"Congo, Dem. Rep.",2011 - 2013,71037386.66666667,45578.666666666664,37426.666666666664,0.06294688234165066,0.05052208540564243
"Congo, Rep.",2011 - 2013,4708513.0,-15328.666666666666,-12308.0,-0.32003852193362214,-0.2624020446840364
Costa Rica,2011 - 2013,4736018.0,4063.6666666666665,-259.3333333333333,0.08583712340456873,-0.0066169182445208995
Cote d'Ivoire,2011 - 2013,22014298.0,-149840.0,-3413.6666666666665,-0.68110260507861,-0.002089435273790166
Croatia,2011 - 2013,4267956.333333333,-10171.333333333334,-2069.6666666666665,-0.23840215929212835,-0.0490404643416859
Cuba,2011 - 2013,11309859.666666666,-20528.0,4139.0,-0.18154489105252172,0.036783746573666835
Curacao,2011 - 2013,152247.0,1421.3333333333333,-72.66666666666667,0.9341452903406283,-0.05842295188334857
Cyprus,2011 - 2013,1156203.3333333333,5116.333333333333,-2676.6666666666665,0.4430093189249054,-0.24111126850618558
Czechia,2011 - 2013,10507048.333333334,8388.0,-12119.333333333334,0.07987824415882946,-0.11568547289146076
Denmark,2011 - 2013,5592358.666666667,19676.666666666668,1247.3333333333333,0.35179949103174507,0.020988544633750935
Djibouti,2011 - 2013,954287.0,2075.6666666666665,-32.0,0.21759442379606272,-0.007468385796270301
Dominica,2011 - 2013,68816.33333333333,-95.66666666666667,-67.33333333333333,-0.13908865133210982,-0.0977316368742233
Dominican Republic,2011 - 2013,10030556.666666666,-30583.333333333332,-24.666666666666668,-0.30493442808076415,0.0036598569254315664
Ecuador,2011 - 2013,15481533.333333334,-7372.666666666667,721.3333333333334,-0.047696637247986166,0.005450263012008333
"Egypt, Arab Rep.",2011 - 2013,91272773.33333333,106614.0,60760.0,0.11680727735091923,0.06554085889767697
El Salvador,2011 - 2013,6161426.666666667,-51026.666666666664,1866.6666666666667,-0.8282639189458795,0.03362887965379186
Equatorial Guinea,2011 - 2013,1194055.0,17856.666666666668,-1309.3333333333333,1.4966116835019998,-0.18585543485546818
Eritrea,2011 - 2013,3252177.6666666665,-36784.0,-6885.333333333333,-1.1310280521982607,-0.2024925969019621
Estonia,2011 - 2013,1322710.6666666667,-3408.3333333333335,369.6666666666667,-0.2575650902671409,0.02708526941713173
Eswatini,2011 - 2013,1111711.3333333333,-10674.0,-65.0,-0.9601619766130712,-0.0005935223067200663
Ethiopia,2011 - 2013,94451191.66666667,105752.66666666667,246.66666666666666,0.11237259477933557,-0.002167542829471465
