country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Afghanistan,2008 - 2010,27334059.333333332,6921.333333333333,267177.3333333333,0.03993589046203857,1.046194635225054
Albania,2008 - 2010,2929284.6666666665,-34060.666666666664,4563.0,-1.1621651000097002,0.1471947906969676
Algeria,2008 - 2010,35207324.333333336,-33619.666666666664,1330.3333333333333,-0.09552671983615092,0.005608607753302133
American Samoa,2008 - 2010,55368.666666666664,-1529.3333333333333,47.666666666666664,-2.761625921517126,0.060152677607527204
Andorra,2008 - 2010,73808.66666666667,-2708.6666666666665,-139.33333333333334,-3.676080926389091,-0.29179085102979024
Angola,2008 - 2010,22521127.0,80361.66666666667,5358.666666666667,0.3562666299927258,0.010552462177429833
Antigua and Barbuda,2008 - 2010,84493.33333333333,334.0,-25.666666666666668,0.39577371954869633,-0.03644197117369136
Argentina,2008 - 2010,40582186.666666664,-8429.666666666666,4360.333333333333,-0.020813279301286198,0.0110276277442609
Armenia,2008 - 2010,2964670.0,-31937.666666666668,-153.66666666666666,-1.0773157709088577,-0.012113958570049634
Aruba,2008 - 2010,99183.0,622.3333333333334,-41.0,0.6281702688331519,-0.04843583394057824
Australia,2008 - 2010,21657534.0,227076.66666666666,-28132.666666666668,1.0517931401883371,-0.14966683288991908
Austria,2008 - 2010,8342741.0,21802.0,-314.3333333333333,0.2613593830196436,-0.004532742126503499
Azerbaijan,2008 - 2010,8921658.333333334,5774.0,-5242.333333333333,0.06564895801022373,-0.06137106386620244
"Bahamas, The",2008 - 2010,368041.3333333333,1664.0,57.0,0.4516399159026849,0.00853732863661777
Bahrain,2008 - 2010,1167813.6666666667,29614.333333333332,-23747.0,2.6192102017373142,-2.204170493933622
Bangladesh,2008 - 2010,146839755.66666666,-864611.6666666666,153730.33333333334,-0.5909478493737939,0.10972205501596177
Barbados,2008 - 2010,273712.3333333333,111.66666666666667,-18.333333333333332,0.040952847613665765,-0.00670142768236653
Belarus,2008 - 2010,9505468.0,1443.3333333333333,3780.0,0.015246687319889965,0.039674492974797936
Belgium,2008 - 2010,10800684.0,53311.0,1419.6666666666667,0.49354265718520823,0.0091171211546372
Belize,2008 - 2010,313982.6666666667,2346.6666666666665,-354.3333333333333,0.7506142423920416,-0.13350874017969125
Benin,2008 - 2010,9174897.666666666,3803.6666666666665,1233.3333333333333,0.041399737124493866,0.012976644904092267
Bermuda,2008 - 2010,65344.333333333336,-220.33333333333334,27.666666666666668,-0.33706338163199834,0.04303967497953184
Bhutan,2008 - 2010,697643.6666666666,-1287.6666666666667,22.0,-0.1847025123056487,0.005199214031595534
Bolivia,2008 - 2010,10051726.666666666,-13021.666666666666,358.3333333333333,-0.12961828486159452,0.0058550405331077
Bosnia and Herzegovina,2008 - 2010,3877410.0,-67890.33333333333,-633.3333333333334,-1.7511248147361975,-0.04469013147370193
Botswana,2008 - 2010,2049327.0,4243.666666666667,-424.0,0.20755546104806477,-0.025154264196861967
Brazil,2008 - 2010,194514452.66666666,-15962.333333333334,15724.666666666666,-0.0082911549556294,0.0081587864853117
British Virgin Islands,2008 - 2010,26905.0,521.3333333333334,-247.0,1.9628436543076297,-0.9805089119129847
Brunei Darussalam,2008 - 2010,390310.6666666667,582.3333333333334,-136.33333333333334,0.14952331110158099,-0.03779545826646363
Bulgaria,2008 - 2010,7444201.0,-7119.0,-1312.6666666666667,-0.09572208155385141,-0.018173985060361098
