country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Afghanistan,2005 - 2007,25252478.666666668,-209339.33333333334,-231423.66666666666,-0.7868614310666823,-0.8614971039126657
Albania,2005 - 2007,2991350.3333333335,-47016.0,3788.0,-1.5711754823222293,0.11606353634769905
Algeria,2005 - 2007,33458532.333333332,-60354.333333333336,519.6666666666666,-0.181525421285875,0.0032462849683069298
American Samoa,2005 - 2007,56824.666666666664,-1658.6666666666667,27.666666666666668,-2.918678815760991,0.027377766384248003
Andorra,2005 - 2007,79405.0,-799.6666666666666,-1730.0,-1.0184507981299202,-2.231965867383219
Angola,2005 - 2007,20174327.666666668,69373.0,2451.6666666666665,0.3435733423762188,-0.0003680972824189
Antigua and Barbuda,2005 - 2007,80926.66666666667,296.0,90.33333333333333,0.3648805567108447,0.10854212699788895
Argentina,2005 - 2007,39474487.666666664,-19990.0,1428.3333333333333,-0.0506775206910983,0.004164877354642833
Armenia,2005 - 2007,3026041.6666666665,-31285.0,-302.3333333333333,-1.0339329422963572,-0.016862314429843133
Aruba,2005 - 2007,95625.33333333333,589.6666666666666,102.0,0.6165248927648207,0.10162025441250337
Australia,2005 - 2007,20485144.0,191826.33333333334,47335.0,0.9335018788195887,0.21942205194687225
Austria,2005 - 2007,8263985.666666667,33143.666666666664,-10392.666666666666,0.4015315960762962,-0.12861584037621104
Azerbaijan,2005 - 2007,8485900.0,16818.666666666668,1207.6666666666667,0.19818234681709676,0.012339944192275368
"Bahamas, The",2005 - 2007,352711.3333333333,1421.6666666666667,232.33333333333334,0.40189457309810867,0.060875730349136264
Bahrain,2005 - 2007,971144.6666666666,53777.0,247.0,5.554500199425515,-0.401488217776141
Bangladesh,2005 - 2007,142559118.33333334,-928704.6666666666,-129427.0,-0.6509152341201526,-0.08502759345998441
Barbados,2005 - 2007,270448.6666666667,-104.33333333333333,59.333333333333336,-0.03866462162957363,0.0220721254965409
Belarus,2005 - 2007,9609930.666666666,-9360.666666666666,2165.0,-0.09730773379105606,0.021859536981927566
Belgium,2005 - 2007,10550758.333333334,48352.666666666664,2119.3333333333335,0.4582114579468363,0.0172362427128165
Belize,2005 - 2007,288759.0,2567.3333333333335,125.66666666666667,0.888549782600686,0.018234162452398398
