country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Afghanistan,2010 - 2014,30432545.4,137406.6,62898.4,0.4423424058889188,0.1992614337768046
Albania,2010 - 2014,2900562.6,-20970.2,3970.2,-0.7224534329867169,0.13432073565343902
Algeria,2010 - 2014,37284248.4,-34903.8,-446.2,-0.09361729141664121,0.0006179195374483503
American Samoa,2010 - 2014,53612.4,-1539.8,-15.0,-2.874435926752038,-0.061991207970993945
Andorra,2010 - 2014,71217.4,-575.2,518.8,-0.8040535864954043,0.701777444927391
Angola,2010 - 2014,25217385.4,91368.2,1453.4,0.363736620189934,-0.006336508397614999
Antigua and Barbuda,2010 - 2014,87566.2,201.8,-46.0,0.23157668103341728,-0.05576234598767245
Argentina,2010 - 2014,41731129.8,1663.2,2734.0,0.0038349660051708,0.006587357245702361
Armenia,2010 - 2014,2916201.0,-29191.2,847.4,-1.0007270633523817,0.02376672359504664
Aruba,2010 - 2014,102043.0,252.8,-123.0,0.24935227506652477,-0.12472732688462776
Australia,2010 - 2014,22741810.8,202596.8,-7552.2,0.8901898991216328,-0.04869810020215286
Austria,2010 - 2014,8442243.4,46019.8,11428.4,0.5434928283958418,0.13274748696943278
Azerbaijan,2010 - 2014,9295015.6,1686.6,38.8,0.018149874491609798,0.00028426987891186015
"Bahamas, The",2010 - 2014,381612.8,1266.6,-123.2,0.3332067346811781,-0.036418855011636816
Bahrain,2010 - 2014,1244693.6,7637.0,-3145.8,0.5654650498577132,-0.32857134972811974
Bangladesh,2010 - 2014,152136846.2,-291823.0,104232.0,-0.19291317280408873,0.07282448131100872
Barbados,2010 - 2014,276150.4,-56.8,-28.0,-0.02055588592506616,-0.01016343437078892
Belarus,2010 - 2014,9456808.2,8922.6,2011.2,0.09438908978906718,0.021312930846682683
Belgium,2010 - 2014,11081849.2,56041.4,743.6,0.5056742914928066,0.0029940267017123
Belize,2010 - 2014,337145.2,1542.4,-248.4,0.4585669360870998,-0.08907740172940995
Benin,2010 - 2014,10021948.4,2452.0,-121.0,0.024849405571527,-0.002405593007906001
Bermuda,2010 - 2014,64925.0,-230.8,6.2,-0.3554625635874736,0.00890323709407898
Bhutan,2010 - 2014,721047.6,-891.2,80.8,-0.1238846792266868,0.012891303268178519
Bolivia,2010 - 2014,10569909.8,-11746.0,416.8,-0.11131038115927627,0.00587790096304564
Bosnia and Herzegovina,2010 - 2014,3683446.2,-54272.0,6503.6,-1.4662028171984547,0.15189903566645133
Botswana,2010 - 2014,2175756.0,1392.0,-642.2,0.06505591410747535,-0.03238091650663194
Brazil,2010 - 2014,199939583.6,30834.6,10859.4,0.01540731333719714,0.00547003406327242
British Virgin Islands,2010 - 2014,28313.4,221.6,-100.6,0.7817731539008739,-0.3847758065150922
Brunei Darussalam,2010 - 2014,406510.2,-200.8,-202.6,-0.048184429489109136,-0.05046878255067684
Bulgaria,2010 - 2014,7307773.6,-12897.6,-1706.0,-0.17678694433692765,-0.024189719519678
Burkina Faso,2010 - 2014,17127895.6,-29565.6,4441.2,-0.17463253130948359,0.031569941816730264
Burundi,2010 - 2014,9804461.4,1158.4,-38243.4,0.01326323031730034,-0.4364279965304848
Cabo Verde,2010 - 2014,533722.6,-1680.4,379.0,-0.3153346039999624,0.07681762725032508
Cambodia,2010 - 2014,14786911.4,-45141.0,-104.8,-0.3051019893272609,0.004056012935171239
Cameroon,2010 - 2014,21058405.6,12029.0,21362.0,0.05129384037550235,0.09720717048824322
Canada,2010 - 2014,34715765.6,227997.0,-9045.8,0.6571900907763013,-0.03283717427655696
Cayman Islands,2010 - 2014,56839.4,923.8,12.4,1.6250218166805506,-0.01995071363587424
Central African Republic,2010 - 2014,4753311.4,-105775.8,-29125.2,-2.2168058922245137,-0.6007515658068808
Chad,2010 - 2014,12776251.0,24383.8,2346.8,0.18889023948543243,0.014587326511684994
Channel Islands,2010 - 2014,158815.8,599.0,-41.4,0.37680007498442303,-0.028835816457669517
Chile,2010 - 2014,17343307.8,34878.4,5675.8,0.20044629234496053,0.03069486810763152
China,2010 - 2014,1354406000.0,-164903.8,30386.6,-0.01218030287096578,0.0023707700462483
Colombia,2010 - 2014,45764660.2,-53714.6,-4122.8,-0.11701484010588115,-0.007760368138174581
Comoros,2010 - 2014,684930.6,-1950.4,170.2,-0.2861582350106428,0.03141961900722098
"Congo, Dem. Rep.",2010 - 2014,71107801.0,36505.0,16596.2,0.0501493511472005,0.02404256801078632
"Congo, Rep.",2010 - 2014,4701656.8,-11054.0,-21523.2,-0.22388261020364272,-0.4914571680988703
Costa Rica,2010 - 2014,4734918.8,4183.0,-257.4,0.0884576150353165,-0.006657393593734023
Cote d'Ivoire,2010 - 2014,22031698.2,-122158.2,22661.2,-0.5596027660133338,0.11183545854647617
Croatia,2010 - 2014,4267537.0,-9797.4,-1834.8,-0.2298588112905219,-0.04355907475138488
Cuba,2010 - 2014,11310404.4,-20769.0,3157.0,-0.18369405957774138,0.028090792252109077
Curacao,2010 - 2014,152270.6,1365.6,-101.0,0.89871525011231,-0.07723023011841668
Cyprus,2010 - 2014,1155058.2,6454.4,-1541.2,0.5622322112618197,-0.14323587673200366
Czechia,2010 - 2014,10504180.4,12995.6,-5261.6,0.12390212627698982,-0.0504536668879502
Denmark,2010 - 2014,5593646.8,19547.4,1240.2,0.3492965853224212,0.0207809604444701
Djibouti,2010 - 2014,954229.4,2051.2,-174.0,0.21529886362950607,-0.02306093865698512
Dominica,2010 - 2014,68915.0,183.0,334.6,0.2624616376841411,0.4828921925868837
Dominican Republic,2010 - 2014,10029908.0,-30537.6,3.8,-0.30456453894455493,0.00393169038926504
Ecuador,2010 - 2014,15478435.8,-5629.0,2155.0,-0.03684482386905444,0.014380971608301341
"Egypt, Arab Rep.",2010 - 2014,91332611.4,61394.4,12363.4,0.06701509545087478,0.014312739669100844
El Salvador,2010 - 2014,6161568.0,-51379.2,1366.4,-0.8340858967968149,0.0255066651848933
Equatorial Guinea,2010 - 2014,1194374.4,18730.8,-636.4,1.5793117803852819,-0.12814429615416184
Eritrea,2010 - 2014,3245537.0,-39910.2,-10295.0,-1.2198971255212423,-0.29838649566728237
Estonia,2010 - 2014,1322830.4,-2909.2,275.4,-0.2195532374876227,0.0205087591923646
Eswatini,2010 - 2014,1112183.8,-10615.0,-72.6,-0.9544710838025814,-0.0013100625519714595
Ethiopia,2010 - 2014,94467626.4,100118.0,17360.0,0.10607707711547047,0.01691409579229276
Faroe Islands,2010 - 2014,48414.2,-120.6,9.6,-0.24910721897756613,0.01985688379007696
Fiji,2010 - 2014,910719.2,-10894.0,-115.6,-1.1961605497704983,-0.00903753946761766
Finland,2010 - 2014,5413215.8,16472.2,238.6,0.3042189868296664,0.003127383016083979
France,2010 - 2014,65670480.8,52752.0,-16471.0,0.08055351192853964,-0.02565161513487066
French Polynesia,2010 - 2014,286708.4,-2285.8,187.0,-0.7981939740133647,0.0693399682388963
Gabon,2010 - 2014,1837878.2,18470.6,257.8,1.007639553783783,-0.01632743322254044
"Gambia, The",2010 - 2014,2062077.8,-2490.4,-106.0,-0.12076952985686495,-0.00141365086434842
Georgia,2010 - 2014,3741818.4,-24075.6,3342.6,-0.6432694667506895,0.08548176028713703
Germany,2010 - 2014,80821168.2,317752.4,25611.8,0.3932643067128218,0.03229468103996676
Ghana,2010 - 2014,26872275.4,-2430.6,-5746.2,-0.00893619649209804,-0.02244739834109254
Gibraltar,2010 - 2014,31997.2,138.2,-80.0,0.43901487351159274,-0.2562819249133601
Greece,2010 - 2014,11025775.0,-28611.6,-1279.4,-0.2596607256990239,-0.012591241582991861
Greenland,2010 - 2014,56676.6,-473.8,8.8,-0.8362273663157668,0.015530737370778641
Grenada,2010 - 2014,115957.2,-265.8,53.8,-0.23016940697450564,0.048849285286903
Guam,2010 - 2014,166308.6,-1851.2,216.2,-1.1131456878770063,0.1353448344398083
Guatemala,2010 - 2014,14782688.2,-35584.6,528.4,-0.2406097956009811,0.00870016826616028
Guinea,2010 - 2014,10795185.4,-29037.4,2260.0,-0.2700839305570407,0.027808152693436422
Guinea-Bissau,2010 - 2014,1654003.2,-1649.4,285.6,-0.10054394615619182,0.02096242003457516
Guyana,2010 - 2014,746932.6,-9923.6,1483.0,-1.329120610665637,0.1973681897278102
Haiti,2010 - 2014,10115935.4,-29785.6,-693.4,-0.2943576362172075,-0.0028961066212492
Honduras,2010 - 2014,8790861.4,-5874.8,-221.2,-0.0667815782124355,-0.0012534804978769
