country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Afghanistan,2014 - 2016,33701972.0,-38788.666666666664,-46104.666666666664,-0.10464293715778128,-0.13765121876554054
Albania,2014 - 2016,2881969.3333333335,-12464.0,1986.0,-0.4323937596996301,0.06777116514400754
Algeria,2014 - 2016,39547550.333333336,-36228.666666666664,-271.6666666666667,-0.09162984815327453,0.0011274267139881838
American Samoa,2014 - 2016,51344.333333333336,-1624.0,-22.0,-3.164018601861995,-0.09362531194036683
Andorra,2014 - 2016,71969.0,329.0,430.3333333333333,0.45186777763107483,0.5931452835145109
Angola,2014 - 2016,28136934.666666668,83441.66666666667,31.666666666666668,0.2965182875485269,-0.011929053938413233
Antigua and Barbuda,2014 - 2016,89913.66666666667,61.333333333333336,-46.666666666666664,0.06846828375488227,-0.0528700325873607
Argentina,2014 - 2016,43130611.333333336,5512.666666666667,-51.333333333333336,0.0127871375914926,-0.00025273728630836667
Armenia,2014 - 2016,2878120.0,-27283.333333333332,484.3333333333333,-0.9479213578458542,0.012873194120496265
Aruba,2014 - 2016,104241.66666666667,145.0,12.0,0.13893968624866712,0.010616815816492466
Australia,2014 - 2016,23827529.333333332,216590.0,9206.666666666666,0.9081972188339008,0.024472568321468807
Austria,2014 - 2016,8641907.666666666,85223.33333333333,3262.6666666666665,0.9865523749056527,0.030815926715229702
Azerbaijan,2014 - 2016,9647410.666666666,1217.3333333333333,-268.3333333333333,0.012603600961152832,-0.0030330968003837665
"Bahamas, The",2014 - 2016,392601.3333333333,1001.0,0.0,0.2549789521643395,-0.002256226747785667
Bahrain,2014 - 2016,1360979.0,31540.666666666668,608.3333333333334,2.32613179151362,-0.03236221043545734
Bangladesh,2014 - 2016,157858622.33333334,-187051.0,46345.0,-0.11892787527175054,0.030517018951715297
Barbados,2014 - 2016,278075.0,-65.0,0.0,-0.023375056102308698,5.0102731737963986e-05
Belarus,2014 - 2016,9459656.666666666,13720.333333333334,1587.3333333333333,0.1450288511880282,0.0166604188987972
Belgium,2014 - 2016,11271558.333333334,56964.0,8.666666666666666,0.5053932774485487,-0.0024970134885206334
Belize,2014 - 2016,359839.6666666667,1366.0,-73.66666666666667,0.38004933526715057,-0.029014415709627202
Benin,2014 - 2016,10935904.0,3620.0,1575.3333333333333,0.0331071357932335,0.014236024633312699
Bermuda,2014 - 2016,64976.333333333336,-182.66666666666666,84.66666666666667,-0.28018564367269805,0.13025440634246652
Bhutan,2014 - 2016,743130.6666666666,-854.0,69.66666666666667,-0.11506141036938639,0.010221204440998069
Bolivia,2014 - 2016,11090029.0,-10522.666666666666,433.3333333333333,-0.09494168959270503,0.005475224515210466
Bosnia and Herzegovina,2014 - 2016,3525459.3333333335,-33960.0,1611.6666666666667,-0.9629592057058236,0.03291226131295896
Botswana,2014 - 2016,2305987.6666666665,2137.3333333333335,886.0,0.09213648656192593,0.037256642137304265
Brazil,2014 - 2016,205169144.33333334,37431.0,15760.333333333334,0.0181682937307904,0.007473944903559567
British Virgin Islands,2014 - 2016,29358.666666666668,279.0,37.0,0.9501870073666779,0.11747521822410319
Brunei Darussalam,2014 - 2016,421362.3333333333,-489.3333333333333,-48.0,-0.11605759193161184,-0.010194807156854899
Bulgaria,2014 - 2016,7176583.666666667,-15276.666666666666,98.66666666666667,-0.21285643133356227,3.715197957943351e-05
Burkina Faso,2014 - 2016,18721119.666666668,-15122.0,8557.333333333334,-0.08136443861321806,0.0497427827083563
Burundi,2014 - 2016,10708462.666666666,-117597.66666666667,-35731.666666666664,-1.0912361232958097,-0.3271923750426405
Cabo Verde,2014 - 2016,552212.0,-1472.0,59.0,-0.266671231141773,0.013799809603395434
Cambodia,2014 - 2016,15417641.333333334,-47263.666666666664,2059.0,-0.30683345607620116,0.01733340211548773
Cameroon,2014 - 2016,23007953.666666668,50621.666666666664,6717.0,0.2238820146327735,0.02925996840544483
Canada,2014 - 2016,35749943.333333336,249627.0,26006.333333333332,0.6971775974156603,0.06547138304559212
Cayman Islands,2014 - 2016,60908.333333333336,1045.3333333333333,36.666666666666664,1.7156152552247967,0.022937336425256704
Central African Republic,2014 - 2016,4840748.0,-96838.0,19968.333333333332,-2.0082344004065007,0.42339411209976446
Chad,2014 - 2016,14143328.333333334,-2176.6666666666665,-10113.666666666666,-0.015378132068185807,-0.08164478688753807
Channel Islands,2014 - 2016,162274.33333333334,1039.6666666666667,62.333333333333336,0.6396362551504596,0.03310441481138334
Chile,2014 - 2016,17880370.333333332,78314.33333333333,29986.333333333332,0.43646936830612587,0.16360872407865445
China,2014 - 2016,1379836666.6666667,-168955.0,-5203.333333333333,-0.012251184586372532,-0.0003154855418576667
Colombia,2014 - 2016,47141210.0,-9534.0,48221.333333333336,-0.02128698326339737,0.1026091907492615
Comoros,2014 - 2016,730353.3333333334,-1351.3333333333333,212.33333333333334,-0.18551034684412662,0.03375802073120696
"Congo, Dem. Rep.",2014 - 2016,78707823.0,85939.66666666667,17306.333333333332,0.10730108479260485,0.015873741407748998
"Congo, Rep.",2014 - 2016,5065357.0,-18202.333333333332,3273.3333333333335,-0.3605572082396222,0.0748598181861916
Costa Rica,2014 - 2016,4894911.666666667,4070.3333333333335,66.66666666666667,0.08314946505023084,0.0004942092969609611
Cote d'Ivoire,2014 - 2016,23601972.666666668,-21552.333333333332,42784.333333333336,-0.09146077566794823,0.1925659316936197
Croatia,2014 - 2016,4205447.333333333,-13275.333333333334,-578.6666666666666,-0.31572623511718184,-0.015668446779758535
Cuba,2014 - 2016,11337977.333333334,-14456.333333333334,282.3333333333333,-0.12750383233452917,0.0025704286967817
Curacao,2014 - 2016,157851.0,852.0,-211.33333333333334,0.5408538643260278,-0.14251825734355492
Cyprus,2014 - 2016,1187385.3333333333,4666.666666666667,150.66666666666666,0.39293918133497646,0.009315204458106968
Czechia,2014 - 2016,10545912.666666666,3335.3333333333335,417.6666666666667,0.0316593222431705,0.003977064352713532
Denmark,2014 - 2016,5684989.333333333,22299.0,693.3333333333334,0.39220626000581493,0.0096690697541435
Djibouti,2014 - 2016,1006202.3333333334,1748.6666666666667,-136.66666666666666,0.17397839646354693,-0.016866327387238065
Dominica,2014 - 2016,69817.66666666667,410.3333333333333,208.0,0.5923570497095033,0.30068811717309935
Dominican Republic,2014 - 2016,10405179.666666666,-30313.333333333332,127.33333333333333,-0.29136642702703064,0.004739842010969733
Ecuador,2014 - 2016,16197827.0,14697.0,11071.333333333334,0.08998975407865967,0.0679140013832843
"Egypt, Arab Rep.",2014 - 2016,97700051.0,-23019.0,-53105.666666666664,-0.02353892568735137,-0.05696647411872813
El Salvador,2014 - 2016,6230367.333333333,-49303.666666666664,529.0,-0.791376981333162,0.011208463065005198
